,Slogan,SlogansToList,IndexEncoded
8333,Your local coach holiday people,"['Your', 'local', 'coach', 'holiday', 'people']","[13916, 7182, 2254, 5843, 8886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8334,We re going places The fun places,"['We', 're', 'going', 'places', 'The', 'fun', 'places']","[13916, 13916, 13916, 9100, 13916, 5008, 9100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8335,Tours you re going to love,"['Tours', 'you', 're', 'going', 'to', 'love']","[13916, 13916, 13916, 13916, 13916, 7246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8336,Taking you places you've always dreamed of and beyond,"['Taking', 'you', 'places', ""you've"", 'always', 'dreamed', 'of', 'and', 'beyond']","[13916, 13916, 9100, 13916, 13916, 13916, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0]"
8337,A relaxing camping experience,"['A', 'relaxing', 'camping', 'experience']","[13916, 10116, 1714, 4346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8338,Where life is worth camping,"['Where', 'life', 'is', 'worth', 'camping']","[13916, 7073, 13916, 13916, 1714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8339,In the heart of old Virginia,"['In', 'the', 'heart', 'of', 'old', 'Virginia']","[13916, 13916, 5684, 13916, 8404, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8340,Where the experience matters,"['Where', 'the', 'experience', 'matters']","[13916, 13916, 4346, 7529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8341,On a lake In the mountains Near the sea,"['On', 'a', 'lake', 'In', 'the', 'mountains', 'Near', 'the', 'sea']","[13916, 13916, 6900, 13916, 13916, 7947, 13916, 13916, 10821, 0, 0, 0, 0, 0, 0, 0]"
8342,There's camping And there's KOA,"[""There's"", 'camping', 'And', ""there's"", 'KOA']","[13916, 1714, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8343,Remember It's not camping It's kamping,"['Remember', ""It's"", 'not', 'camping', ""It's"", 'kamping']","[10147, 13916, 13916, 1714, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8344,Great people Great camping,"['Great', 'people', 'Great', 'camping']","[5375, 8886, 5375, 1714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8345,We are KOA mazing,"['We', 'are', 'KOA', 'mazing']","[13916, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8346,Camping convenience Eastern Shore beauty,"['Camping', 'convenience', 'Eastern', 'Shore', 'beauty']","[1714, 2681, 3918, 13916, 1011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8347,Great place to get away from it all,"['Great', 'place', 'to', 'get', 'away', 'from', 'it', 'all']","[5375, 9100, 13916, 5167, 13916, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0]"
8348,Rediscover the joy of camping,"['Rediscover', 'the', 'joy', 'of', 'camping']","[13916, 13916, 6722, 13916, 1714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8349,Family mobile home holidays on Europe's favourite parks,"['Family', 'mobile', 'home', 'holidays', 'on', ""Europe's"", 'favourite', 'parks']","[4461, 7807, 5856, 5843, 13916, 13916, 13916, 8730, 0, 0, 0, 0, 0, 0, 0, 0]"
8350,Out of the ordinary,"['Out', 'of', 'the', 'ordinary']","[13916, 13916, 13916, 8479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8351,4 season camping at its finest,"['4', 'season', 'camping', 'at', 'its', 'finest']","[13916, 10834, 1714, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8352,You will feel at home every time you return,"['You', 'will', 'feel', 'at', 'home', 'every', 'time', 'you', 'return']","[13916, 13722, 4543, 13916, 5856, 13916, 12569, 13916, 10330, 0, 0, 0, 0, 0, 0, 0]"
8353,The place where kids want to take their parents,"['The', 'place', 'where', 'kids', 'want', 'to', 'take', 'their', 'parents']","[13916, 9100, 13916, 6803, 13546, 13916, 12275, 13916, 8724, 0, 0, 0, 0, 0, 0, 0]"
8354,Freedom to choose,"['Freedom', 'to', 'choose']","[4932, 13916, 2066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8355,Register as our guest Depart as our friend,"['Register', 'as', 'our', 'guest', 'Depart', 'as', 'our', 'friend']","[10071, 13916, 13916, 5465, 3287, 13916, 13916, 4958, 0, 0, 0, 0, 0, 0, 0, 0]"
8356,Rain or sun always fun,"['Rain', 'or', 'sun', 'always', 'fun']","[9830, 13916, 12069, 13916, 5008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8357,Where life long memories are made,"['Where', 'life', 'long', 'memories', 'are', 'made']","[13916, 7073, 13916, 7613, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8358,Where families make memories,"['Where', 'families', 'make', 'memories']","[13916, 4461, 7366, 7613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8359,Where you camp with friends,"['Where', 'you', 'camp', 'with', 'friends']","[13916, 13916, 1710, 13916, 4958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8360,I've been to Paradise and I liked it,"[""I've"", 'been', 'to', 'Paradise', 'and', 'I', 'liked', 'it']","[13916, 13916, 13916, 8700, 13916, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0]"
8361,Where families camp,"['Where', 'families', 'camp']","[13916, 4461, 1710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8362,Family atmosphere campground and pets allowed,"['Family', 'atmosphere', 'campground', 'and', 'pets', 'allowed']","[4461, 698, 13916, 13916, 8960, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8363,Enjoy a healthy dose of nature without leaving civilization,"['Enjoy', 'a', 'healthy', 'dose', 'of', 'nature', 'without', 'leaving', 'civilization']","[4120, 13916, 5679, 3745, 13916, 8087, 13916, 13916, 2138, 0, 0, 0, 0, 0, 0, 0]"
8364,If you re lucky enough to be in the mountains you re lucky enough,"['If', 'you', 're', 'lucky', 'enough', 'to', 'be', 'in', 'the', 'mountains', 'you', 're', 'lucky', 'enough']","[13916, 13916, 13916, 7266, 13916, 13916, 987, 13916, 13916, 7947, 13916, 13916, 7266, 13916, 0, 0]"
8365,Arizona's friendliest RV resort,"[""Arizona's"", 'friendliest', 'RV', 'resort']","[13916, 13916, 13916, 10265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8366,Hospitality as warm as the Arizona sun,"['Hospitality', 'as', 'warm', 'as', 'the', 'Arizona', 'sun']","[5936, 13916, 13557, 13916, 13916, 13916, 12069, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8367,Where friends come together,"['Where', 'friends', 'come', 'together']","[13916, 4958, 2355, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8368,Where the road ends the Vineyard begins,"['Where', 'the', 'road', 'ends', 'the', 'Vineyard', 'begins']","[13916, 13916, 10438, 4087, 13916, 13438, 1036, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8369,Relax in the sunshine of the west,"['Relax', 'in', 'the', 'sunshine', 'of', 'the', 'west']","[10113, 13916, 13916, 12083, 13916, 13916, 13650, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8370,A fun campground for an outdoor adventure,"['A', 'fun', 'campground', 'for', 'an', 'outdoor', 'adventure']","[13916, 5008, 13916, 13916, 13916, 8523, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8371,A peaceful retreat or an outdoor adventure,"['A', 'peaceful', 'retreat', 'or', 'an', 'outdoor', 'adventure']","[13916, 8820, 10321, 13916, 13916, 8523, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8372,Nobody's closer to the magic,"[""Nobody's"", 'closer', 'to', 'the', 'magic']","[13916, 13916, 13916, 13916, 7329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8373,A peaceful haven in the woods,"['A', 'peaceful', 'haven', 'in', 'the', 'woods']","[13916, 8820, 5643, 13916, 13916, 13797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8374,Your life deserves a place like this to relax,"['Your', 'life', 'deserves', 'a', 'place', 'like', 'this', 'to', 'relax']","[13916, 7073, 13916, 13916, 9100, 7099, 13916, 13916, 10113, 0, 0, 0, 0, 0, 0, 0]"
8375,A true family campground,"['A', 'true', 'family', 'campground']","[13916, 13916, 4461, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8376,It's the best fun hard work can be,"[""It's"", 'the', 'best', 'fun', 'hard', 'work', 'can', 'be']","[13916, 13916, 13916, 5008, 5600, 13809, 1717, 987, 0, 0, 0, 0, 0, 0, 0, 0]"
8377,It's the best fun work can be,"[""It's"", 'the', 'best', 'fun', 'work', 'can', 'be']","[13916, 13916, 13916, 5008, 13809, 1717, 987, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8378,Europe's camping connoisseurs,"[""Europe's"", 'camping', 'connoisseurs']","[13916, 1714, 2572, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8379,Where only the good people stay,"['Where', 'only', 'the', 'good', 'people', 'stay']","[13916, 13916, 13916, 5280, 8886, 11782, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8380,Truly a camper's paradise,"['Truly', 'a', ""camper's"", 'paradise']","[13916, 13916, 13916, 8700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8381,Heart of Texas hospitality,"['Heart', 'of', 'Texas', 'hospitality']","[5684, 13916, 13916, 5936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8382,Where memories are made,"['Where', 'memories', 'are', 'made']","[13916, 7613, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8383,America's first RV We've come a long way,"[""America's"", 'first', 'RV', ""We've"", 'come', 'a', 'long', 'way']","[13916, 4662, 13916, 13916, 2355, 13916, 13916, 13601, 0, 0, 0, 0, 0, 0, 0, 0]"
8384,Your RV oasis in West Texas,"['Your', 'RV', 'oasis', 'in', 'West', 'Texas']","[13916, 13916, 8324, 13916, 13650, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8385,Clean friendly,"['Clean', 'friendly']","[2174, 4960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8386,Wake up to the dawn chorus,"['Wake', 'up', 'to', 'the', 'dawn', 'chorus']","[13529, 13916, 13916, 13916, 3099, 2075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8387,Shhh It's a secret,"['Shhh', ""It's"", 'a', 'secret']","[13916, 13916, 13916, 10851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8388,Where one day is never enough,"['Where', 'one', 'day', 'is', 'never', 'enough']","[13916, 8418, 3100, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8389,Where friends are made for life,"['Where', 'friends', 'are', 'made', 'for', 'life']","[13916, 4958, 13916, 13916, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8390,The champagne of campgrounds,"['The', 'champagne', 'of', 'campgrounds']","[13916, 1935, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8391,We re small but cute,"['We', 're', 'small', 'but', 'cute']","[13916, 13916, 11343, 13916, 3035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8392,Where the river meets the sea,"['Where', 'the', 'river', 'meets', 'the', 'sea']","[13916, 13916, 10432, 7591, 13916, 10821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8393,Where nature and relaxation meet,"['Where', 'nature', 'and', 'relaxation', 'meet']","[13916, 8087, 13916, 10114, 7591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8394,Britain's favourite seaside holiday,"[""Britain's"", 'favourite', 'seaside', 'holiday']","[13916, 13916, 10833, 5843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8395,A lifetime of happiness at this beautiful oasis,"['A', 'lifetime', 'of', 'happiness', 'at', 'this', 'beautiful', 'oasis']","[13916, 7083, 13916, 5595, 13916, 13916, 1010, 8324, 0, 0, 0, 0, 0, 0, 0, 0]"
8396,Have a nice stay,"['Have', 'a', 'nice', 'stay']","[5642, 13916, 8178, 11782, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8397,Come for the weather Stay for the experience,"['Come', 'for', 'the', 'weather', 'Stay', 'for', 'the', 'experience']","[2355, 13916, 13916, 13615, 11782, 13916, 13916, 4346, 0, 0, 0, 0, 0, 0, 0, 0]"
8398,The jewel of California's Eastern Sierras,"['The', 'jewel', 'of', ""California's"", 'Eastern', 'Sierras']","[13916, 6689, 13916, 13916, 3918, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8399,You've always thought about stopping,"[""You've"", 'always', 'thought', 'about', 'stopping']","[13916, 13916, 12509, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8400,Where the only thing we overlook is the lake,"['Where', 'the', 'only', 'thing', 'we', 'overlook', 'is', 'the', 'lake']","[13916, 13916, 13916, 12493, 13916, 8581, 13916, 13916, 6900, 0, 0, 0, 0, 0, 0, 0]"
8401,Where you will always feel at home,"['Where', 'you', 'will', 'always', 'feel', 'at', 'home']","[13916, 13916, 13722, 13916, 4543, 13916, 5856, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8402,The Sacramento area's neatest place to stay,"['The', 'Sacramento', ""area's"", 'neatest', 'place', 'to', 'stay']","[13916, 13916, 13916, 13916, 9100, 13916, 11782, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8403,The trail leads here,"['The', 'trail', 'leads', 'here']","[13916, 12712, 6980, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8404,A nice quiet place to stay,"['A', 'nice', 'quiet', 'place', 'to', 'stay']","[13916, 8178, 9769, 9100, 13916, 11782, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8405,You'll want to stay forever,"[""You'll"", 'want', 'to', 'stay', 'forever']","[13916, 13546, 13916, 11782, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8406,Put yourselves in our place,"['Put', 'yourselves', 'in', 'our', 'place']","[9721, 13916, 13916, 13916, 9100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8407,The natural escape,"['The', 'natural', 'escape']","[13916, 8085, 4212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8408,We are family fun,"['We', 'are', 'family', 'fun']","[13916, 13916, 4461, 5008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8409,Wind down to the ocean's edge,"['Wind', 'down', 'to', 'the', ""ocean's"", 'edge']","[13735, 13916, 13916, 13916, 13916, 3939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8410,Come and watch the whales,"['Come', 'and', 'watch', 'the', 'whales']","[2355, 13916, 13580, 13916, 13656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8411,A country oasis within the city,"['A', 'country', 'oasis', 'within', 'the', 'city']","[13916, 2803, 8324, 13916, 13916, 2131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8412,A place for family friends,"['A', 'place', 'for', 'family', 'friends']","[13916, 9100, 13916, 4461, 4958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8413,Where tranquility and nature meet,"['Where', 'tranquility', 'and', 'nature', 'meet']","[13916, 12729, 13916, 8087, 7591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8414,Taking life slow easy,"['Taking', 'life', 'slow', 'easy']","[13916, 7073, 11328, 3919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8415,Exactly what you re looking for,"['Exactly', 'what', 'you', 're', 'looking', 'for']","[13916, 13916, 13916, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8416,Relax and enjoy life,"['Relax', 'and', 'enjoy', 'life']","[10113, 13916, 4120, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8417,We re not like the rest,"['We', 're', 'not', 'like', 'the', 'rest']","[13916, 13916, 13916, 7099, 13916, 10283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8418,The memories are yours the pleasure's ours,"['The', 'memories', 'are', 'yours', 'the', ""pleasure's"", 'ours']","[13916, 7613, 13916, 13916, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8419,Home for the tent camping enthusiasts,"['Home', 'for', 'the', 'tent', 'camping', 'enthusiasts']","[5856, 13916, 13916, 12422, 1714, 4146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8420,Fun for all All for fun,"['Fun', 'for', 'all', 'All', 'for', 'fun']","[5008, 13916, 13916, 13916, 13916, 5008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8421,Carnival The fun ships,"['Carnival', 'The', 'fun', 'ships']","[1793, 13916, 5008, 11051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8422,The finest hotels afloat,"['The', 'finest', 'hotels', 'afloat']","[13916, 13916, 5946, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8423,Relaxed friendly and informal,"['Relaxed', 'friendly', 'and', 'informal']","[10115, 4960, 13916, 6360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8424,Relaxed and informal cruising,"['Relaxed', 'and', 'informal', 'cruising']","[10115, 13916, 6360, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8425,Big agency deals Small agency feel,"['Big', 'agency', 'deals', 'Small', 'agency', 'feel']","[1109, 228, 3117, 11343, 228, 4543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8426,We have the perfect cruise for you,"['We', 'have', 'the', 'perfect', 'cruise', 'for', 'you']","[13916, 5642, 13916, 8902, 2957, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8427,Oceans of experience,"['Oceans', 'of', 'experience']","[13916, 13916, 4346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8428,One aim excellence,"['One', 'aim', 'excellence']","[8418, 257, 4282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8429,Intimate Italian cruising,"['Intimate', 'Italian', 'cruising']","[6549, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8430,Discover the cruise experience,"['Discover', 'the', 'cruise', 'experience']","[3547, 13916, 2957, 4346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8431,Cruises to expand your horizons,"['Cruises', 'to', 'expand', 'your', 'horizons']","[13916, 13916, 4334, 13916, 5909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8432,Only on a yacht Only on Seabourn,"['Only', 'on', 'a', 'yacht', 'Only', 'on', 'Seabourn']","[13916, 13916, 13916, 13862, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8433,Seabourn Intimate Luxury,"['Seabourn', 'Intimate', 'Luxury']","[13916, 6549, 7298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8434,Let us show you the world,"['Let', 'us', 'show', 'you', 'the', 'world']","[7040, 13916, 11100, 13916, 13916, 13820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8435,A signature of excellence,"['A', 'signature', 'of', 'excellence']","[13916, 11163, 13916, 4282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8436,A tradition of excellence,"['A', 'tradition', 'of', 'excellence']","[13916, 12705, 13916, 4282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8437,The value of experience,"['The', 'value', 'of', 'experience']","[13916, 13308, 13916, 4346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8438,Exploring the world in comfort,"['Exploring', 'the', 'world', 'in', 'comfort']","[13916, 13916, 13820, 13916, 2360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8439,A river cruise unlike any other,"['A', 'river', 'cruise', 'unlike', 'any', 'other']","[13916, 10432, 2957, 13916, 13916, 8509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8440,From here it's another world,"['From', 'here', ""it's"", 'another', 'world']","[13916, 13916, 13916, 13916, 13820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8441,Savings on every ship cabin cruise,"['Savings', 'on', 'every', 'ship', 'cabin', 'cruise']","[10683, 13916, 13916, 11051, 1669, 2957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8442,The UK cruise discount warehouse,"['The', 'UK', 'cruise', 'discount', 'warehouse']","[13916, 13916, 2957, 3542, 13552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8443,Dedicated to luxury travel,"['Dedicated', 'to', 'luxury', 'travel']","[13916, 13916, 7298, 12772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8444,Dedicated to luxury cruising,"['Dedicated', 'to', 'luxury', 'cruising']","[13916, 13916, 7298, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8445,The one stop cruise shop,"['The', 'one', 'stop', 'cruise', 'shop']","[13916, 8418, 11869, 2957, 11077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8446,Better prices Exceptional people,"['Better', 'prices', 'Exceptional', 'people']","[13916, 9433, 4286, 8886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8447,Cruise smart cruise cheap,"['Cruise', 'smart', 'cruise', 'cheap']","[2957, 11345, 2957, 1984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8448,We live it You'll love it,"['We', 'live', 'it', ""You'll"", 'love', 'it']","[13916, 7159, 13916, 13916, 7246, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8449,Experts at land and sea,"['Experts', 'at', 'land', 'and', 'sea']","[13916, 13916, 6908, 13916, 10821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8450,Relax You re with us We make it simple,"['Relax', 'You', 're', 'with', 'us', 'We', 'make', 'it', 'simple']","[10113, 13916, 13916, 13916, 13916, 13916, 7366, 13916, 11186, 0, 0, 0, 0, 0, 0, 0]"
8451,The luxury cruise experts,"['The', 'luxury', 'cruise', 'experts']","[13916, 7298, 2957, 4350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8452,The leading cruise line in Asia Pacific,"['The', 'leading', 'cruise', 'line', 'in', 'Asia', 'Pacific']","[13916, 13916, 2957, 7117, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8453,The first global cruise line,"['The', 'first', 'global', 'cruise', 'line']","[13916, 4662, 5231, 2957, 7117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8454,180º from ordinary,"['180º', 'from', 'ordinary']","[13916, 13916, 8479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8455,Discover a different world,"['Discover', 'a', 'different', 'world']","[3547, 13916, 3448, 13820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8456,Every day is different,"['Every', 'day', 'is', 'different']","[13916, 3100, 13916, 3448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8457,To the soul of the South seas,"['To', 'the', 'soul', 'of', 'the', 'South', 'seas']","[13916, 13916, 11499, 13916, 13916, 11509, 10821, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8458,Discoveries of a lifetime,"['Discoveries', 'of', 'a', 'lifetime']","[13916, 13916, 13916, 7083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8459,Never dry,"['Never', 'dry']","[13916, 3841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8460,Escape completely,"['Escape', 'completely']","[4212, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8461,Your dream holiday is now closer than you think,"['Your', 'dream', 'holiday', 'is', 'now', 'closer', 'than', 'you', 'think']","[13916, 3795, 5843, 13916, 13916, 13916, 13916, 13916, 12495, 0, 0, 0, 0, 0, 0, 0]"
8462,Your world Your way,"['Your', 'world', 'Your', 'way']","[13916, 13820, 13916, 13601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8463,Small ship cruising done perfectly,"['Small', 'ship', 'cruising', 'done', 'perfectly']","[11343, 11051, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8464,Welcome on board,"['Welcome', 'on', 'board']","[13641, 13916, 1288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8465,All cruises All dates All departures,"['All', 'cruises', 'All', 'dates', 'All', 'departures']","[13916, 2957, 13916, 3096, 13916, 3290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8466,All cruise lines All dates All discounted,"['All', 'cruise', 'lines', 'All', 'dates', 'All', 'discounted']","[13916, 2957, 7117, 13916, 3096, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8467,Leaders in great value cruises,"['Leaders', 'in', 'great', 'value', 'cruises']","[13916, 13916, 5375, 13308, 2957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8468,The Mediterranean way of life,"['The', 'Mediterranean', 'way', 'of', 'life']","[13916, 13916, 13601, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8469,The most modern fleet in the world,"['The', 'most', 'modern', 'fleet', 'in', 'the', 'world']","[13916, 13916, 7822, 4731, 13916, 13916, 13820, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8470,Cruising Italian style,"['Cruising', 'Italian', 'style']","[13916, 13916, 11970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8471,Cruising Italian style That's amore,"['Cruising', 'Italian', 'style', ""That's"", 'amore']","[13916, 13916, 11970, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8472,The cruise for people who don't do cruises,"['The', 'cruise', 'for', 'people', 'who', ""don't"", 'do', 'cruises']","[13916, 2957, 13916, 8886, 13916, 13916, 3681, 2957, 0, 0, 0, 0, 0, 0, 0, 0]"
8473,The language of enjoyment,"['The', 'language', 'of', 'enjoyment']","[13916, 6919, 13916, 4122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8474,Feel like a person not a passenger,"['Feel', 'like', 'a', 'person', 'not', 'a', 'passenger']","[4543, 7099, 13916, 8936, 13916, 13916, 8759, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8475,It's all about the people,"[""It's"", 'all', 'about', 'the', 'people']","[13916, 13916, 13916, 13916, 8886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8476,At home the world over,"['At', 'home', 'the', 'world', 'over']","[13916, 5856, 13916, 13820, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
